,Company Name,Ticker
6657,SilverSPAC Inc. Unit,SLVRU
6658,SM Energy Company Common Stock,SM
6659,SportsMap Tech Acquisition Corp. Units,SMAPU
6660,Smartsheet Inc. Class A Common Stock,SMAR
6661,Southern Missouri Bancorp Inc. Common Stock,SMBC
6662,SmartFinancial Inc. Common Stock,SMBK
6663,Super Micro Computer Inc. Common Stock,SMCI
6664,Sharps Compliance Corp. Common Stock,SMED
6665,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),SMFG
6666,Sema4 Holdings Corp. Class A Common Stock,SMFR
6667,Sema4 Holdings Corp. Warrant,SMFRW
6668,Scotts Miracle-Gro Company (The) Common Stock,SMG
6669,SEACOR Marine Holdings Inc. Common Stock ,SMHI
6670,Smith-Midland Corporation Common Stock,SMID
6671,Summit Healthcare Acquisition Corp. Class A Ordinary Share,SMIH
6672,Summit Healthcare Acquisition Corp. Units,SMIHU
6673,Summit Healthcare Acquisition Corp. Warrant,SMIHW
6674,Schmitt Industries Inc. Common Stock,SMIT
6675,Summit Midstream Partners LP Common Units Representing Limited Partner Interests,SMLP
6676,Semler Scientific Inc. Common Stock,SMLR
6677,Salient Midstream Common Shares of Beneficial Interest,SMM
6678,Summit Financial Group Inc. Common Stock,SMMF
6679,Summit Therapeutics Inc. Common Stock ,SMMT
6680,Standard Motor Products Inc. Common Stock,SMP
6681,The Simply Good Foods Company Common Stock,SMPL
6682,SmartRent Inc. Class A Common Stock,SMRT
6683,Smith Micro Software Inc. Common Stock,SMSI
6684,Semtech Corporation Common Stock,SMTC
6685,Sanara MedTech Inc. Common Stock,SMTI
6686,Sierra Metals Inc. Common Stock,SMTS
6687,Similarweb Ltd. Ordinary Shares,SMWB
6688,Snap-On Incorporated Common Stock,SNA
6689,Snap Inc. Class A Common Stock,SNAP
6690,Stryve Foods Inc. Class A Common Stock,SNAX
6691,Stryve Foods Inc. Warrant,SNAXW
6692,Sleep Number Corporation Common Stock,SNBR
6693,Science 37 Holdings Inc. Common Stock,SNCE
6694,Synchronoss Technologies Inc. Common Stock,SNCR
6695,Synchronoss Technologies Inc. 8.375% Senior Notes due 2026,SNCRL
6696,Sun Country Airlines Holdings Inc. Common Stock,SNCY
6697,Smart Sand Inc. Common Stock,SND
6698,Sundial Growers Inc. Common Shares,SNDL
6699,Schneider National Inc. Common Stock,SNDR
6700,Syndax Pharmaceuticals Inc. Common Stock,SNDX
6701,SenesTech Inc. Common Stock,SNES
6702,StoneX Group Inc. Common Stock,SNEX
6703,Security National Financial Corporation Class A Common Stock,SNFCA
6704,Soligenix Inc. Common Stock,SNGX
6705,Soligenix Inc. Warrant,SNGXW
6706,Supernova Partners Acquisition Company II Ltd. Class A Ordinary Shares,SNII
6707,Evolve Transition Infrastructure LP Common Stock,SNMP
6708,Smith & Nephew SNATS Inc. Common Stock,SNN
6709,Sonoma Pharmaceuticals Inc. Common Stock,SNOA
6710,Snowflake Inc. Class A Common Stock,SNOW
6711,China Petroleum & Chemical Corporation Common Stock,SNP
6712,Snap One Holdings Corp. Common Stock,SNPO
6713,Synopsys Inc. Common Stock,SNPS
6714,Synaptogenix Inc. Common Stock,SNPX
6715,Senior Connect Acquisition Corp. I Class A Common Stock,SNRH
6716,Senior Connect Acquisition Corp. I Unit,SNRHU
6717,Senior Connect Acquisition Corp. I Warrant,SNRHW
6718,Sensei Biotherapeutics Inc. Common Stock,SNSE
6719,Senstar Technologies Ltd. Ordinary Shares,SNT
6720,Sentage Holdings Inc. Ordinary Shares,SNTG
6721,Synovus Financial Corp. Common Stock,SNV
6722,Synovus Financial Corp. Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D Liquation Preference $25.00 per Share,SNV^D
6723,Synovus Financial Corp. 5.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,SNV^E
6724,Synnex Corporation Common Stock,SNX
6725,Sanofi ADR,SNY
6726,Southern Company (The) Common Stock,SO
6727,SoFi Technologies Inc. Common Stock  ,SOFI
6728,SoFi Technologies Inc. Warrants,SOFIW
6729,Sotherly Hotels Inc. Common Stock,SOHO
6730,Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,SOHOB
6731,Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,SOHON
6732,Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,SOHOO
6733,Sohu.com Limited American Depositary Shares,SOHU
6734,Solaris Oilfield Infrastructure Inc. Class A Common Stock,SOI
6735,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077,SOJC
6736,Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080,SOJD
6737,Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060,SOJE
6738,Renesola Ltd. American Depsitary Shares (Each representing 10 shares),SOL
6739,Southern Company (The) 2019 Series A Corporate Units,SOLN
6740,Electrameccanica Vehicles Corp. Ltd. Common Stock,SOLO
6741,Electrameccanica Vehicles Corp. Ltd. Warrants,SOLOW
6742,Soliton Inc. Common Stock,SOLY
6743,Sonoco Products Company Common Stock,SON
6744,Sonim Technologies Inc. Common Stock,SONM
6745,Sonnet BioTherapeutics Holdings Inc. Common Stock,SONN
6746,Sonos Inc. Common Stock,SONO
6747,Sony Group Corporation American Depositary Shares ,SONY
6748,SOPHiA GENETICS SA Ordinary Shares,SOPH
6749,Source Capital Inc. Common Stock,SOR
6750,SOS Limited American Depositary Shares,SOS
6751,Sono-Tek Corporation Common Stock,SOTK
6752,Sovos Brands Inc. Common Stock,SOVO
6753,SP Plus Corporation Common Stock,SP
6754,Spartan Acquisition Corp. III Class A Common Stock,SPAQ
6755,Spectrum Brands Holdings Inc. Common Stock,SPB
6756,SuperCom Ltd. Ordinary Shares (Israel),SPCB
6757,Virgin Galactic Holdings Inc. Common Stock,SPCE
6758,Special Opportunities Fund Inc Common Stock,SPE
6759,South Plains Financial Inc. Common Stock,SPFI
6760,Simon Property Group Inc. Common Stock,SPG
6761,Simon Property Group Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stock,SPG^J
6762,S&P Global Inc. Common Stock,SPGI
6763,Simon Property Group Acquisition Holdings Inc. Class A Common Stock,SPGS
6764,Suburban Propane Partners L.P. Common Stock,SPH
6765,SPI Energy Co. Ltd. Ordinary Shares,SPI
6766,Spire Global Inc. Class A Common Stock,SPIR
6767,SPK Acquisition Corp. Common Stock,SPK
6768,SPK Acquisition Corp. Right,SPKAR
6769,SPK Acquisition Corp Unit,SPKAU
6770,Silver Spike Acquisition Corp II Class A Ordinary Shares,SPKB
6771,Silver Spike Acquisition Corp II Units,SPKBU
6772,Silver Spike Acquisition Corp II Warrant,SPKBW
6773,Splunk Inc. Common Stock,SPLK
6774,Steel Partners Holdings LP LTD PARTNERSHIP UNIT,SPLP
6775,Steel Partners Holdings LP 6.0% Series A Preferred Units no par value,SPLP^A
6776,SeaSpine Holdings Corporation Common Stock,SPNE
6777,Sapiens International Corporation N.V. Common Shares (Cayman Islands),SPNS
6778,SiriusPoint Ltd. Common Shares,SPNT
6779,SiriusPoint Ltd. 8.00% Resettable Fixed Rate Preference Shares Series B $25.00 liquidation preference per share,SPNT^B
6780,Spok Holdings Inc. Common Stock,SPOK
6781,Spotify Technology S.A. Ordinary Shares,SPOT
6782,Spectrum Pharmaceuticals Inc.Common Stock,SPPI
6783,Spirit Aerosystems Holdings Inc. Common Stock,SPR
6784,Spruce Biosciences Inc. Common Stock,SPRB
6785,Spero Therapeutics Inc. Common Stock,SPRO
6786,SPS Commerce Inc. Common Stock,SPSC
6787,Sprout Social Inc Class A Common Stock,SPT
6788,SportsTek Acquisition Corp. Class A Common Stock,SPTK
6789,SportsTek Acquisition Corp. Unit,SPTKU
6790,SportsTek Acquisition Corp. Warrant,SPTKW
6791,SpartanNash Company Common Stock,SPTN
6792,Sportsman's Warehouse Holdings Inc. Common Stock,SPWH
6793,SunPower Corporation Common Stock,SPWR
6794,SPX Corporation Common Stock,SPXC
6795,Nuveen S&P 500 Dynamic Overwrite Fund,SPXX
6796,Square Inc. Class A Common Stock,SQ
6797,Presidio Property Trust Inc. Class A Common Stock,SQFT
6798,Presidio Property Trust Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock $0.01 par value per share,SQFTP
6799,SeqLL Inc. Common stock,SQL
6800,SeqLL Inc. Warrant,SQLLW
6801,Sociedad Quimica y Minera S.A. Common Stock,SQM
6802,Sequans Communications S.A. American Depositary Shares,SQNS
6803,Squarespace Inc. Class A Common Stock,SQSP
6804,SQZ Biotechnologies Company Common Stock,SQZ
6805,Spire Inc. Common Stock,SR
6806,Spire Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.90% Series A Cumulative Redeemable Perpetual Preferred Stock,SR^A
6807,Sportradar Group AG Class A Ordinary Shares,SRAD
6808,SRAX Inc. Class A Common Stock,SRAX
6809,Spirit Realty Capital Inc. Common Stock,SRC
6810,Spirit Realty Capital Inc. 6.000% Series A Cumulative Redeemable Preferred Stock,SRC^A
6811,1st Source Corporation Common Stock,SRCE
6812,Stericycle Inc. Common Stock,SRCL
6813,Surmodics Inc. Common Stock,SRDX
6814,DBA Sempra Common Stock,SRE
6815,DBA Sempra 5.750% Junior Subordinated Notes due 2079,SREA
6816,ServiceSource International Inc. Common Stock,SREV
6817,Seritage Growth Properties Class A Common Stock,SRG
6818,Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,SRG^A
6819,Surgalign Holdings Inc. Common Stock,SRGA
6820,Stoneridge Inc. Common Stock,SRI
6821,Scully Royalty Ltd.,SRL
6822,Sprague Resources LP Common Units representing Limited Partner Interests,SRLP
6823,Sorrento Therapeutics Inc.  Common Stock,SRNE
6824,Sarepta Therapeutics Inc. Common Stock (DE),SRPT
6825,Sierra Oncology Inc. Common Stock,SRRA
6826,Scholar Rock Holding Corporation Common Stock,SRRK
6827,Sarissa Capital Acquisition Corp. Class A Ordinary Shares,SRSA
6828,Sarissa Capital Acquisition Corp. Unit,SRSAU
6829,Sarissa Capital Acquisition Corp. Warrants,SRSAW
6830,StarTek Inc. Common Stock,SRT
6831,Sensus Healthcare Inc. Common Stock,SRTS
6832,Cushing MLP & Infrastructure Total Return Fund,SRV
6833,Surrozen Inc. Common Stock,SRZN
6834,Surrozen Inc. Warrant,SRZNW
6835,Science Strategic Acquisition Corp. Alpha Class A Common Stock,SSAA
6836,Science Strategic Acquisition Corp. Alpha Unit,SSAAU
6837,Science Strategic Acquisition Corp. Alpha Warrant,SSAAW
6838,SouthState Corporation Common Stock,SSB
6839,Summit State Bank Common Stock,SSBI
6840,Southern States Bancshares Inc. Common Stock,SSBK
6841,Simpson Manufacturing Company Inc. Common Stock,SSD
6842,Strata Skin Sciences Inc. Common Stock,SSKN
6843,Sasol Ltd. American Depositary Shares,SSL
6844,SS&C Technologies Holdings Inc. Common Stock,SSNC
6845,SilverSun Technologies Inc. Common Stock,SSNT
6846,E.W. Scripps Company (The) Class A Common Stock,SSP
6847,SSR Mining Inc. Common Stock,SSRM
6848,SuRo Capital Corp. Common Stock,SSSS
6849,ShotSpotter Inc. Common Stock,SSTI
6850,Shutterstock Inc. Common Stock,SSTK
6851,SunLink Health Systems Inc. Common Stock,SSY
6852,Stratasys Ltd. Ordinary Shares (Israel),SSYS
6853,Sensata Technologies Holding plc Ordinary Shares,ST
6854,STAAR Surgical Company Common Stock,STAA
6855,Statera Biopharma Inc. Common Stock,STAB
6856,Staffing 360 Solutions Inc. Common Stock (DE),STAF
6857,Stag Industrial Inc. Common Stock,STAG
6858,iStar Inc. Common Stock,STAR          
6859,iStar Inc. Series D Cumulative Redeemable Preferred Stock,STAR^D
6860,iStar Inc. Series G Cumulative Redeemable Preferred Stock,STAR^G
6861,iStar Inc. Series I Cumulative Redeemable Preferred Stock,STAR^I
6862,S&T Bancorp Inc. Common Stock,STBA
6863,Stewart Information Services Corporation Common Stock,STC
6864,Steel Connect Inc. Common Stock,STCN
6865,STERIS plc (Ireland) Ordinary Shares,STE
6866,Stem Inc. Class A Common Stock,STEM
6867,StepStone Group Inc. Class A Common Stock,STEP
6868,Sterling Check Corp. Common Stock,STER
6869,State Auto Financial Corporation Common Stock,STFC
6870,Sunlands Technology Group American Depositary Shares representing Class A ordinary shares,STG
6871,Stagwell Inc. Class A Common Stock,STGW
6872,Neuronetics Inc. Common Stock,STIM
6873,Columbia Seligman Premium Technology Growth Fund Inc,STK
6874,SunOpta Inc. Common Stock,STKL
6875,The ONE Group Hospitality Inc. Common Stock,STKS
6876,Sterling Bancorp,STL
6877,Sterling Bancorp Depositary Shares each representing ownership of a 1/40th interest in a share of 6.50% Non-Cumulative Perpetual Preferred Stock Series A,STL^A
6878,Stellantis N.V. Common Shares,STLA
6879,Steel Dynamics Inc.,STLD
6880,STMicroelectronics N.V. Common Stock,STM
6881,Stantec Inc Common Stock,STN
6882,StoneCo Ltd. Class A Common Shares,STNE
6883,Scorpio Tankers Inc. Common Shares,STNG
6884,Stoke Therapeutics Inc. Common Stock,STOK
6885,StoneMor Inc. Common Stock,STON
6886,STORE Capital Corporation Common Stock,STOR
6887,Strategic Education Inc. Common Stock,STRA
6888,Sarcos Technology and Robotics Corporation Common Stock,STRC
6889,Sarcos Technology and Robotics Corporation Warrants,STRCW
6890,Supernova Partners Acquisition Company III Ltd. Class A Ordinary Shares,STRE
6891,Sterling Construction Company Inc Common Stock,STRL
6892,Streamline Health Solutions Inc. Common Stock,STRM
6893,Sutro Biopharma Inc. Common Stock,STRO
6894,Star Equity Holdings Inc. Common Stock,STRR
6895,Star Equity Holdings Inc. Series A Cumulative Perpetual Preferred Stock,STRRP
6896,Stratus Properties Inc. Common Stock,STRS
6897,STRATTEC SECURITY CORPORATION Common Stock,STRT
6898,Satsuma Pharmaceuticals Inc. Common Stock,STSA
6899,State Street Corporation Common Stock,STT
6900,State Street Corporation Depositary Shares representing 1/4000th Perpetual Preferred Series D,STT^D
6901,State Street Corporation Depositary shares each representing a 1/4000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative,STT^G
6902,Shattuck Labs Inc. Common Stock,STTK
6903,Stevanato Group S.p.A. Ordinary Shares,STVN
6904,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,STWD
6905,Seagate Technology Holdings PLC Ordinary Shares (Ireland),STX
6906,Spirit of Texas Bancshares Inc. Common Stock,STXB
6907,Stereotaxis Inc. Common Stock,STXS
6908,Constellation Brands Inc. Common Stock,STZ
6909,Constellation Brands Inc,STZ/B
6910,Suncor Energy  Inc. Common Stock,SU
6911,Sun Communities Inc. Common Stock,SUI
6912,Summit Materials Inc. Class A Common Stock,SUM
6913,Sumo Logic Inc. Common Stock,SUMO
6914,Summer Infant Inc. Common Stock,SUMR
6915,Sunoco LP Common Units representing limited partner interests,SUN
6916,Sunlight Financial Holdings Inc. Class A Common Stock,SUNL
6917,SLR Senior Investment Corp. Common Stock,SUNS
6918,Sunworks Inc. Common Stock,SUNW
6919,Superior Industries International Inc. Common Stock (DE),SUP
6920,Supernus Pharmaceuticals Inc. Common Stock,SUPN
6921,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,SUPV
6922,Surface Oncology Inc. Common Stock,SURF
6923,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),SUZ
6924,Spring Valley Acquisition Corp. Class A Ordinary Share,SV
6925,Severn Bancorp Inc,SVBI
6926,Service Properties Trust Common Stock,SVC
6927,SVF Investment Corp. Class A Ordinary Shares,SVFA
6928,SVF Investment Corp. Unit,SVFAU
6929,SVF Investment Corp. Warrant,SVFAW
6930,SVF Investment Corp. 2 Class A Ordinary Shares,SVFB
6931,SVF Investment Corp. 3 Class A Ordinary Shares,SVFC
6932,Save Foods Inc. Common Stock,SVFD
6933,Silvercorp Metals Inc. Common Shares,SVM
6934,Seven Oaks Acquisition Corp. Class A Common Stock,SVOK
6935,Seven Oaks Acquisition Corp. Unit,SVOKU
6936,Seven Oaks Acquisition Corp. Warrant,SVOKW
6937,Savara Inc. Common Stock,SVRA
6938,Spring Valley Acquisition Corp. Unit,SVSVU
6939,Spring Valley Acquisition Corp. Warrant,SVSVW
6940,Servotronics Inc. Common Stock,SVT
6941,Firsthand Technology Value Fund Inc. Common Stock,SVVC
6942,Software Acquisition Group Inc. III Class A Common Stock,SWAG
6943,Software Acquisition Group Inc. III Unit,SWAGU
6944,Software Acquisition Group Inc. III Warrant,SWAGW
6945,ShockWave Medical Inc. Common Stock,SWAV
6946,Smith & Wesson Brands Inc. Common Stock,SWBI
6947,Switchback II Corporation Class A Ordinary Shares,SWBK
6948,Switch Inc. Class A Common Stock,SWCH
6949,Athlon Acquisition Corp. Class A Common stock,SWET
6950,Athlon Acquisition Corp. Unit,SWETU
6951,Athlon Acquisition Corp. Warrant,SWETW
6952,SolarWinds Corporation Common Stock,SWI
6953,Latham Group Inc. Common Stock,SWIM
6954,Sierra Wireless Inc. Common Stock,SWIR
6955,Stanley Black & Decker Inc. Common Stock,SWK
6956,SWK Holdings Corporation Common Stock,SWKH
6957,Skyworks Solutions Inc. Common Stock,SWKS
6958,Schweitzer-Mauduit International Inc. Common Stock,SWM
6959,Southwestern Energy Company Common Stock,SWN
6960,Springwater Special Situations Corp. Common stock,SWSS
6961,Springwater Special Situations Corp. Unit,SWSSU
6962,Springwater Special Situations Corp. Warrant,SWSSW
6963,Stanley Black & Decker Inc. Corporate Unit,SWT
6964,SpringWorks Therapeutics Inc. Common Stock,SWTX
6965,Southwest Gas Holdings Inc. Common Stock (DE),SWX
6966,Swiss Helvetia Fund Inc. (The) Common Stock,SWZ
6967,SunCoke Energy Inc. Common Stock,SXC
6968,Standex International Corporation Common Stock,SXI
6969,Sensient Technologies Corporation Common Stock,SXT
6970,China SXT Pharmaceuticals Inc. Ordinary Shares,SXTC
6971,So-Young International Inc. American Depository Shares,SY
6972,Stock Yards Bancorp Inc. Common Stock,SYBT
6973,Synlogic Inc. Common Stock,SYBX
6974,Synchrony Financial Common Stock,SYF
6975,Synchrony Financial Depositary Shares each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,SYF^A
6976,Stryker Corporation Common Stock,SYK
6977,Synthetic Biologics Inc. Common Stock,SYN
6978,Synaptics Incorporated Common Stock $0.001 Par Value,SYNA
6979,Syneos Health Inc. Class A Common Stock,SYNH
6980,Synalloy Corporation Common Stock,SYNL
6981,Sypris Solutions Inc. Common Stock,SYPR
6982,Syros Pharmaceuticals Inc. Common Stock,SYRS
6983,Siyata Mobile Inc. Common Shares,SYTA
6984,Siyata Mobile Inc. Warrant,SYTAW
6985,Sysco Corporation Common Stock,SYY
6986,Cushing NextGen Infrastructure Income Fund Common Shares of Beneficial Interest,SZC
6987,AT&T Inc.,T
6988,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.000% Perpetual Preferred Stock Series A,T^A
6989,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.750% Perpetual Preferred Stock Series C,T^C
6990,TravelCenters of America Inc. Common Stock,TA
6991,TransAlta Corporation Ordinary Shares,TAC
6992,Trepont Acquisition Corp I Class A Ordinary Shares,TACA
6993,Del Taco Restaurants Inc. Common Stock,TACO
6994,TransAct Technologies Incorporated Common Stock,TACT
6995,Taitron Components Incorporated Class A Common Stock,TAIT
6996,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),TAK
6997,TAL Education Group American Depositary Shares,TAL
6998,Talkspace Inc. Common Stock,TALK
6999,Talkspace Inc. Warrant,TALKW
7000,Talos Energy Inc. Common Stock,TALO
